categories,validation_pairs,mass,fit_error,delta,method,repetitions,noncoverage,median_slack,mean_slack,median_upper
2,8192,balanced,same_direction,0.05,split_balanced,2000,0,0.002710717588146001,0.002726935647595532,0.0052107175881460025
2,8192,balanced,same_direction,0.05,pooled_fixed,2000,0,0.005810638615524581,0.005860009701881427,0.008310638615524581
2,8192,balanced,same_direction,0.05,pooled_grid,2000,0,0.003415628879124179,0.0034403179336150117,0.005915628879124181
2,8192,balanced,same_direction,0.05,pooled_mixture,2000,0,0.003339266903826132,0.00336075755571974,0.005839266903826133
2,8192,balanced,same_direction,0.0002299605781865966,rectangle,2000,0,0.0048131828596439065,0.004836395922023252,0.007313182859643908
2,8192,balanced,same_direction,0.0002299605781865966,split_original,2000,0,0.004333973411346988,0.004345454918234313,0.00683397341134699
2,8192,balanced,same_direction,0.0002299605781865966,split_balanced,2000,0,0.004339785699936309,0.004355275912207124,0.0068397856999363104
2,8192,balanced,same_direction,0.0002299605781865966,pooled_fixed,2000,0,0.009052312393656513,0.009121442042536225,0.011552312393656516
2,8192,balanced,same_direction,0.0002299605781865966,pooled_grid,2000,0,0.00482004180960104,0.004849587683788571,0.007320041809601041
2,8192,balanced,same_direction,0.0002299605781865966,pooled_mixture,2000,0,0.004847303907348664,0.004870722830667508,0.007347303907348664
2,8192,balanced,opposite_direction,0.05,rectangle,2000,0,0.006859671231675472,0.006864308901059218,-0.015640328768324527
2,8192,balanced,opposite_direction,0.05,split_original,2000,0,0.007227307764253648,0.007196779136937792,-0.01527269223574635
2,8192,balanced,opposite_direction,0.05,split_balanced,2000,0,0.007245645407271502,0.007230653931251098,-0.015254354592728496
2,8192,balanced,opposite_direction,0.05,pooled_fixed,2000,0,0.04635651590290027,0.04635466159256751,0.02385651590290027
2,8192,balanced,opposite_direction,0.05,pooled_grid,2000,0,0.009549514491662851,0.009553659510897301,-0.012950485508337148
2,8192,balanced,opposite_direction,0.05,pooled_mixture,2000,0,0.009745154453582996,0.009748968388466938,-0.012754845546417003
2,8192,balanced,opposite_direction,0.0002299605781865966,rectangle,2000,0,0.009453735101369164,0.00945799212230201,-0.013046264898630835
2,8192,balanced,opposite_direction,0.0002299605781865966,split_original,2000,0,0.011187027282262056,0.011157051056685007,-0.011312972717737943
2,8192,balanced,opposite_direction,0.0002299605781865966,split_balanced,2000,0,0.01120351155450116,0.011187552993063557,-0.01129648844549884
2,8192,balanced,opposite_direction,0.0002299605781865966,pooled_fixed,2000,0,0.07071880542306207,0.07071545339431867,0.04821880542306206
2,8192,balanced,opposite_direction,0.0002299605781865966,pooled_grid,2000,0,0.013113971283211137,0.013116372125485994,-0.009386028716788862
2,8192,balanced,opposite_direction,0.0002299605781865966,pooled_mixture,2000,0,0.013181583290344485,0.013183236515119212,-0.009318416709655514
2,8192,one_heavy,exact,0.05,rectangle,2000,0,0.000758987695274562,0.0007756670448687485,0.000758987695274562
2,8192,one_heavy,exact,0.05,split_original,2000,0,0.0007763600809056706,0.000787795330172969,0.0007763600809056706
